id,age,province,marital_status,employment_income,num_t4_slips,self_employed,business_structure,industry,business_revenue,years_in_business,gst_registered,investment_income,num_t5_slips,pension_income,num_t4a_slips,rrsp_withdrawal,student_status,tuition_paid,has_children,num_dependents,residency_status,arrival_year,ei_received,social_assistance,disability_benefit,rent_paid,property_tax,major_life_event,income_type_count,hours_worked_per_week,owns_home,moved_province_this_year,has_capital_gains,num_business_employees,recommended_form
5277,48,SK,single,13084,3,yes,sole_prop,construction,37695,11,yes,12686,0,0,0,0,no,0,yes,1,resident,,no,no,no,15542,0,job_change,3,50,no,no,no,1,T2125
5278,53,QC,married,96334,0,no,none,,0,0,no,11140,2,0,0,0,no,0,no,0,resident,,no,no,no,0,0,none,2,38,yes,no,no,0,T1
5279,63,SK,married,8757,3,no,none,,0,0,no,7914,0,12925,1,14054,no,0,yes,2,resident,,no,no,no,0,0,married,4,20,no,no,no,0,T4RIF
5280,61,MB,married,37252,0,yes,sole_prop,software,212623,3,no,0,0,32285,0,0,no,0,no,0,resident,,no,no,no,8384,0,none,3,47,yes,no,no,22,T2125
5281,68,AB,single,18559,3,no,none,,0,0,no,0,0,2442,1,0,no,0,no,0,resident,,no,no,no,14433,0,none,2,45,yes,no,no,0,T4RIF
5282,53,,common_law,0,0,no,none,,0,0,no,4600,0,0,0,0,no,0,yes,1,non_resident,,no,no,no,0,0,job_change,1,0,yes,no,no,0,NR4
5283,67,ON,common_law,29195,1,no,none,,0,0,no,0,0,1306,0,0,no,0,yes,1,resident,,no,no,no,13125,0,none,2,16,yes,no,no,0,T4RIF
5284,59,SK,single,4457,0,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,18648,0,moved_province,1,19,yes,yes,no,0,T1
5285,52,BC,common_law,85423,3,yes,sole_prop,finance,227055,7,yes,0,0,0,0,0,no,0,yes,2,resident,,no,no,no,0,0,none,2,28,no,no,yes,26,T2125
5286,34,AB,married,44919,3,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,6147,0,none,1,54,no,no,no,0,T1
5287,26,NS,single,129965,0,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,yes,no,no,0,0,none,1,31,yes,no,no,0,T1
5288,33,MB,married,90226,0,yes,sole_prop,manufacturing,224325,9,no,1622,0,0,0,0,no,0,no,0,resident,,no,no,no,20343,0,none,3,10,no,no,no,42,T2125
5289,61,MB,married,0,0,no,none,,0,0,no,372,1,0,0,0,no,0,no,0,newcomer,2024,no,no,no,15619,0,married,1,0,yes,no,no,0,RC151
5290,44,MB,single,17450,0,no,none,,0,0,no,14865,1,0,0,0,no,0,no,0,resident,,no,no,yes,21415,0,none,2,16,yes,no,no,0,T1
5291,57,NS,single,132472,3,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,18745,0,new_child,1,46,no,no,no,0,T1
5292,76,ON,married,95919,1,no,none,,0,0,no,0,0,36925,0,0,no,0,no,0,resident,,no,yes,no,20985,3137,none,2,25,no,no,yes,0,T4RIF
5293,66,,common_law,0,0,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,non_resident,,no,no,no,0,0,none,0,0,no,no,no,0,NR4
5294,34,BC,single,78656,3,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,19183,0,none,1,28,yes,no,no,0,T1
5295,63,,married,0,0,no,none,,0,0,no,2711,1,0,0,0,no,0,no,0,non_resident,,no,no,no,9885,0,none,1,0,yes,no,yes,0,NR4
5296,67,,married,0,0,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,non_resident,,no,no,no,0,0,job_change,0,0,yes,no,no,0,NR4
5297,66,QC,common_law,24107,2,no,none,,0,0,no,1962,1,20179,1,0,no,0,no,0,resident,,yes,no,no,0,0,none,3,20,yes,no,no,0,T4RIF
5298,27,,common_law,0,0,no,none,,0,0,no,0,0,0,0,0,yes,10973,yes,2,non_resident,,no,no,no,0,0,moved_province,0,0,no,yes,no,0,NR4
5299,30,ON,single,75202,2,no,none,,0,0,no,0,0,0,0,0,no,0,yes,2,resident,,yes,no,no,15336,0,moved_province,1,44,yes,yes,no,0,RC66
5300,45,NS,single,141298,3,yes,sole_prop,finance,172119,5,yes,0,0,0,0,0,no,0,no,0,resident,,no,no,no,18244,0,moved_province,2,25,yes,yes,yes,16,T2125
5301,66,NS,single,111257,1,yes,sole_prop,photography,201693,6,no,0,0,15887,2,0,no,0,no,0,resident,,no,no,no,0,0,job_change,3,55,yes,no,no,7,T2125
5302,81,AB,single,84439,3,no,none,,0,0,no,831,1,15844,1,0,no,0,no,0,resident,,no,no,no,0,0,job_change,3,26,no,no,no,0,T4RIF
5303,32,SK,single,22374,0,yes,sole_prop,delivery,207969,4,no,0,0,0,0,0,no,0,yes,2,resident,,no,no,no,14722,0,none,2,25,no,no,no,29,T2125
5304,45,,married,0,0,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,non_resident,,yes,no,no,6872,0,none,0,0,no,no,no,0,NR4
5305,27,MB,single,12120,1,no,none,,0,0,no,3475,1,0,0,0,yes,5384,no,0,resident,,no,no,no,0,0,new_child,2,42,yes,no,no,0,T2202
5306,54,,single,0,0,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,non_resident,,no,no,no,0,0,none,0,0,no,no,no,0,NR4
5307,58,SK,married,72856,3,no,none,,0,0,no,0,0,0,0,0,no,0,yes,2,resident,,yes,no,no,12366,0,none,1,22,no,no,no,0,RC66
5308,39,QC,common_law,55719,1,no,none,,0,0,no,8465,1,0,0,0,no,0,no,0,resident,,no,no,no,0,0,moved_province,2,53,yes,yes,no,0,T1
5309,57,AB,married,17522,2,no,none,,0,0,no,4641,2,0,0,0,no,0,yes,2,resident,,no,no,no,0,0,new_child,2,15,no,no,no,0,RC66
5310,51,NS,common_law,145745,0,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,0,0,none,1,20,yes,no,no,0,T1
5311,20,ON,married,45603,2,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,yes,no,0,6134,new_child,1,43,yes,no,yes,0,T1
5312,78,MB,single,0,0,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,newcomer,2022,no,no,no,0,5770,moved_province,0,0,no,yes,no,0,RC151
5313,78,ON,married,0,0,no,none,,0,0,no,9874,1,0,0,0,no,0,yes,2,newcomer,2023,no,no,yes,0,2656,married,1,0,yes,no,no,0,RC151
5314,45,SK,single,17716,0,no,none,,0,0,no,8527,0,0,0,0,no,0,no,0,resident,,no,no,no,14514,0,job_change,2,49,yes,no,no,0,T1
5315,39,MB,married,76309,0,no,none,,0,0,no,8404,2,0,0,0,no,0,no,0,resident,,no,no,no,0,0,none,2,31,no,no,no,0,T1
5316,70,ON,common_law,84516,1,no,none,,0,0,no,0,0,28437,2,0,no,0,no,0,resident,,no,no,no,0,3167,none,2,26,yes,no,no,0,T4RIF
5317,50,AB,single,0,0,no,corporation,design,894415,5,no,0,0,0,0,0,no,0,no,0,newcomer,2023,no,no,no,0,0,none,0,0,yes,no,no,19,RC151
5318,22,AB,single,78450,1,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,15319,0,new_child,1,32,no,no,yes,0,T1
5319,68,SK,common_law,57803,1,no,none,,0,0,no,0,0,11990,1,0,no,0,yes,2,resident,,no,no,no,0,0,none,2,47,yes,no,no,0,T4RIF
5320,46,AB,married,8238,3,yes,sole_prop,manufacturing,67764,6,yes,0,0,0,0,0,no,0,no,0,resident,,no,no,no,10752,0,job_change,2,40,no,no,yes,44,T2125
5321,62,BC,married,41438,2,no,corporation,photography,800935,12,no,0,0,19761,2,0,no,0,yes,2,resident,,no,no,no,0,0,new_child,2,47,yes,no,no,15,T2
5322,66,ON,single,19723,3,yes,sole_prop,carpentry,151124,4,yes,0,0,2450,1,0,no,0,no,0,resident,,no,no,no,0,0,none,3,34,yes,no,no,37,T2125
5323,84,QC,married,109829,2,no,none,,0,0,no,0,0,37456,1,0,no,0,no,0,resident,,no,no,no,21375,0,moved_province,2,36,no,yes,no,0,T4RIF
5324,46,AB,single,76130,1,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,20984,0,none,1,30,no,no,no,0,T1
5325,28,BC,single,90934,1,no,none,,0,0,no,10933,1,0,0,0,yes,12390,yes,2,resident,,no,no,no,0,0,none,2,59,no,no,no,0,T2202
5326,77,SK,single,49887,2,no,none,,0,0,no,0,0,15515,0,0,no,0,no,0,resident,,no,no,no,0,0,moved_province,2,14,yes,yes,no,0,T4RIF
5327,44,ON,single,60534,1,yes,sole_prop,real_estate,125412,6,no,0,0,0,0,0,no,0,yes,1,resident,,yes,no,no,0,0,none,2,39,no,no,no,24,T2125
5328,70,,common_law,0,0,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,non_resident,,no,no,no,6885,0,none,0,0,yes,no,no,0,NR4
5329,67,AB,single,96923,0,no,none,,0,0,no,0,0,8030,2,0,no,0,no,0,resident,,no,no,no,0,0,married,2,11,yes,no,yes,0,T4RIF
5330,29,QC,married,0,0,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,newcomer,2023,no,no,no,0,0,married,0,0,yes,no,no,0,RC151
5331,71,QC,single,44257,1,no,none,,0,0,no,6201,0,16071,2,0,no,0,yes,1,resident,,yes,no,no,20651,2190,moved_province,3,17,no,yes,no,0,T4RIF
5332,68,BC,married,27322,3,yes,sole_prop,photography,201581,13,no,0,0,6929,1,0,no,0,no,0,resident,,no,no,yes,0,0,none,3,33,no,no,no,3,T2125
5333,83,AB,married,60372,3,yes,sole_prop,landscaping,35211,9,yes,0,0,11982,0,5686,no,0,no,0,resident,,no,no,no,0,0,moved_province,4,25,no,yes,no,18,T2125
5334,24,AB,single,124844,3,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,8701,0,married,1,30,no,no,yes,0,T1
5335,31,NS,single,0,0,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,newcomer,2022,no,no,no,0,4434,none,0,0,no,no,no,0,RC151
5336,48,QC,single,77371,0,no,none,,0,0,no,0,0,0,0,569,no,0,no,0,resident,,no,no,no,0,0,moved_province,2,48,yes,yes,yes,0,T1
5337,68,NS,single,82246,1,yes,sole_prop,delivery,65618,5,yes,0,0,39235,2,0,no,0,yes,2,resident,,no,no,no,9790,5720,none,3,57,no,no,no,1,T2125
5338,40,QC,common_law,60538,1,no,none,,0,0,no,12122,0,0,0,0,no,0,yes,1,resident,,no,no,no,0,0,none,2,11,no,no,no,0,RC66
5339,22,NS,single,143139,0,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,0,0,none,1,28,yes,no,no,0,T1
5340,30,MB,common_law,62908,2,no,none,,0,0,no,9540,0,0,0,15017,no,0,no,0,resident,,no,no,no,0,0,none,3,25,no,no,no,0,T1
5341,56,NS,single,0,0,no,none,,0,0,no,0,0,0,0,0,no,0,yes,2,newcomer,2024,no,no,no,15600,3228,none,0,0,yes,no,no,0,RC151
5342,53,QC,single,15486,3,no,none,,0,0,no,7841,1,0,0,0,no,0,no,0,resident,,yes,no,no,9128,0,none,2,12,no,no,no,0,T1
5343,44,BC,single,67642,3,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,0,0,moved_province,1,22,no,yes,no,0,T1
5344,34,NS,single,16786,2,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,12159,0,new_child,1,38,yes,no,no,0,T1
5345,78,SK,married,114787,3,yes,sole_prop,delivery,105666,1,no,0,0,29354,0,0,no,0,no,0,resident,,no,no,no,0,0,married,3,36,no,no,no,37,T2125
5346,36,SK,married,0,0,no,none,,0,0,no,13670,1,0,0,0,no,0,no,0,newcomer,2024,no,no,no,0,0,moved_province,1,0,yes,yes,yes,0,RC151
5347,52,NS,single,140560,1,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,17563,5611,none,1,22,no,no,no,0,T1
5348,35,BC,married,144206,3,yes,sole_prop,carpentry,38532,3,no,0,0,0,0,0,no,0,yes,2,resident,,no,no,no,7135,0,none,2,32,no,no,no,15,T2125
5349,76,QC,common_law,84460,0,no,none,,0,0,no,0,0,34475,0,0,no,0,no,0,resident,,no,no,no,0,1879,none,2,52,no,no,no,0,T4RIF
5350,45,SK,single,113815,3,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,yes,yes,no,23684,1917,none,1,11,no,no,no,0,T1
5351,55,AB,common_law,12452,1,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,yes,16801,0,new_child,1,58,no,no,yes,0,T1
5352,81,ON,single,60694,1,no,none,,0,0,no,0,0,3838,1,0,no,0,no,0,resident,,no,no,no,10428,0,moved_province,2,25,no,yes,yes,0,T4RIF
5353,24,AB,single,48454,0,yes,sole_prop,retail,7553,11,no,0,0,0,0,0,no,0,no,0,resident,,no,no,yes,14260,2865,new_child,2,19,no,no,no,11,T2125
5354,25,BC,single,101409,3,no,none,,0,0,no,12620,0,0,0,0,yes,11247,yes,2,resident,,no,no,no,0,1620,none,2,46,no,no,no,0,T2202
5355,52,MB,married,67902,1,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,9283,0,none,1,35,yes,no,yes,0,T1
5356,53,MB,single,3851,2,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,9262,0,none,1,36,no,no,yes,0,T1
5357,74,SK,single,96981,1,no,none,,0,0,no,0,0,1905,1,0,no,0,no,0,resident,,yes,no,no,17341,0,none,2,32,yes,no,no,0,T4RIF
5358,67,SK,common_law,64283,1,yes,sole_prop,landscaping,180279,6,no,0,0,9983,0,0,no,0,no,0,resident,,no,no,no,0,0,married,3,55,yes,no,no,38,T2125
5359,30,MB,single,127852,0,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,0,0,none,1,26,no,no,no,0,T1
5360,56,NS,single,40539,3,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,0,0,none,1,31,yes,no,no,0,T1
5361,30,ON,common_law,48789,2,yes,sole_prop,photography,137934,7,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,0,0,none,2,14,yes,no,yes,37,T2125
5362,65,SK,single,104452,3,no,none,,0,0,no,0,0,12719,2,0,no,0,no,0,resident,,no,no,no,14539,0,none,2,29,yes,no,no,0,T4RIF
5363,27,SK,single,29853,0,no,none,,0,0,no,12058,2,0,0,0,no,0,no,0,resident,,no,no,no,0,0,job_change,2,59,yes,no,no,0,T1
5364,58,QC,single,99676,0,yes,sole_prop,finance,242546,8,no,7763,0,0,0,0,no,0,no,0,resident,,no,no,yes,0,0,none,3,16,yes,no,no,23,T2125
5365,36,,married,0,0,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,non_resident,,no,no,no,0,0,none,0,0,no,no,yes,0,NR4
5366,27,ON,single,0,0,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,newcomer,2022,no,no,no,0,0,married,0,0,yes,no,no,0,RC151
5367,34,MB,married,48778,0,no,corporation,delivery,849497,1,yes,0,0,0,0,0,no,0,no,0,resident,,no,no,no,0,6478,married,1,41,no,no,no,33,T2
5368,40,BC,married,9564,3,yes,sole_prop,delivery,234955,6,no,0,0,0,0,0,no,0,yes,1,resident,,no,yes,no,18500,0,married,2,59,no,no,no,5,T2125
5369,36,AB,married,0,0,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,newcomer,2023,no,no,no,0,6859,new_child,0,0,yes,no,no,0,RC151
5370,26,QC,single,130069,3,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,0,0,none,1,28,no,no,no,0,T1
5371,55,SK,single,53203,3,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,5210,0,moved_province,1,11,no,yes,no,0,T1
5372,44,ON,single,0,0,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,newcomer,2024,yes,no,no,0,0,married,0,0,yes,no,yes,0,RC151
5373,36,NS,single,124019,1,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,0,5743,job_change,1,12,no,no,no,0,T1
5374,46,MB,single,112717,3,no,corporation,consulting,750974,8,yes,8064,0,0,0,11044,no,0,no,0,resident,,no,no,no,0,0,none,3,21,yes,no,no,40,T2
5375,62,AB,married,19412,2,no,none,,0,0,no,0,0,34382,1,0,no,0,no,0,resident,,no,no,no,10986,0,none,2,37,no,no,no,0,T4RIF
5376,34,BC,single,50619,0,no,none,,0,0,no,4427,0,0,0,0,no,0,no,0,resident,,no,no,no,0,0,none,2,13,no,no,no,0,T1
5377,37,ON,single,30175,0,no,none,,0,0,no,1323,1,0,0,0,no,0,no,0,resident,,yes,no,no,0,0,moved_province,2,24,yes,yes,no,0,T1
5378,58,ON,single,63028,2,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,0,0,job_change,1,22,yes,no,no,0,T1
5379,71,SK,married,137379,3,no,none,,0,0,no,0,0,39302,1,0,no,0,yes,1,resident,,no,no,no,0,0,none,2,41,yes,no,no,0,T4RIF
5380,72,ON,married,9352,0,no,none,,0,0,no,10572,0,11399,0,0,no,0,no,0,resident,,no,no,no,0,0,none,3,46,yes,no,no,0,T4RIF
5381,51,NS,single,51977,3,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,18176,0,married,1,48,no,no,no,0,T1
5382,21,MB,married,95899,1,yes,sole_prop,finance,118834,12,no,0,0,0,0,0,yes,5050,no,0,resident,,no,no,no,0,0,married,2,50,no,no,no,49,T2125
5383,27,SK,common_law,32489,2,no,none,,0,0,no,8735,0,0,0,0,no,0,no,0,resident,,no,no,no,10184,0,none,2,19,no,no,yes,0,T1
5384,25,MB,single,24567,3,no,none,,0,0,no,0,0,0,0,16713,no,0,no,0,resident,,no,no,no,20788,0,none,2,19,yes,no,no,0,T1
5385,69,MB,single,131186,3,no,none,,0,0,no,0,0,20026,2,0,no,0,yes,1,resident,,no,no,no,0,0,none,2,11,no,no,no,0,T4RIF
5386,33,BC,single,148229,0,no,none,,0,0,no,2283,0,0,0,0,no,0,yes,2,resident,,no,no,no,0,0,none,2,54,yes,no,no,0,RC66
5387,49,QC,married,16209,1,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,0,0,married,1,14,yes,no,no,0,T1
5388,38,QC,single,142436,1,yes,sole_prop,construction,139619,2,no,0,0,0,0,19259,no,0,no,0,resident,,no,no,no,0,0,none,3,47,yes,no,no,22,T2125
5389,63,BC,married,123388,0,no,none,,0,0,no,0,0,26850,2,0,no,0,yes,1,resident,,no,no,no,4995,0,moved_province,2,11,no,yes,no,0,T4RIF
5390,79,,single,0,0,no,none,,0,0,no,12269,1,0,0,0,no,0,no,0,non_resident,,yes,no,no,13837,0,new_child,1,0,no,no,no,0,NR4
5391,76,NS,single,74038,2,yes,sole_prop,construction,84970,12,no,7805,0,2194,0,3691,no,0,no,0,resident,,no,no,no,0,0,none,5,14,no,no,no,27,T2125
5392,65,NS,married,139734,0,no,none,,0,0,no,0,0,2558,1,0,no,0,no,0,resident,,no,yes,no,5585,0,none,2,33,no,no,no,0,T4RIF
5393,51,ON,single,55864,2,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,0,0,none,1,40,no,no,no,0,T1
5394,73,SK,common_law,22400,3,no,none,,0,0,no,0,0,32837,2,0,no,0,no,0,resident,,no,no,no,0,3804,none,2,11,no,no,yes,0,T4RIF
5395,80,BC,married,89533,2,no,none,,0,0,no,0,0,8403,1,0,no,0,no,0,resident,,no,no,no,0,0,none,2,57,yes,no,no,0,T4RIF
5396,79,ON,single,30582,1,yes,sole_prop,finance,97479,4,no,0,0,38036,2,0,no,0,no,0,resident,,no,yes,no,14673,0,none,3,26,yes,no,no,36,T2125
5397,55,MB,single,29676,2,no,none,,0,0,no,4790,2,0,0,0,no,0,no,0,resident,,no,no,no,0,0,none,2,21,no,no,no,0,T1
5398,84,QC,single,0,0,no,none,,0,0,no,0,0,0,0,4484,no,0,no,0,newcomer,2023,no,no,no,0,0,moved_province,1,0,no,yes,no,0,RC151
5399,66,BC,married,106512,0,no,none,,0,0,no,4314,0,12179,0,0,no,0,no,0,resident,,no,no,no,0,0,none,3,41,yes,no,no,0,T4RIF
5400,56,BC,married,27820,1,no,none,,0,0,no,12757,0,0,0,0,no,0,no,0,resident,,yes,no,no,0,0,married,2,11,no,no,no,0,T1
5401,70,BC,single,23440,2,yes,sole_prop,delivery,163073,12,no,0,0,8900,0,0,no,0,no,0,resident,,no,no,yes,0,0,married,3,28,yes,no,yes,0,T2125
5402,34,BC,married,119231,1,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,11726,0,none,1,52,yes,no,yes,0,T1
5403,70,ON,single,84063,0,no,none,,0,0,no,0,0,8759,1,0,no,0,no,0,resident,,no,no,no,0,4166,none,2,25,no,no,no,0,T4RIF
5404,52,ON,common_law,117271,3,no,none,,0,0,no,0,0,0,0,0,no,0,yes,2,resident,,no,yes,no,0,0,none,1,48,no,no,no,0,RC66
5405,74,ON,married,130763,0,no,none,,0,0,no,12045,0,16631,0,0,no,0,yes,1,resident,,no,no,no,0,0,none,3,38,no,no,no,0,T4RIF
5406,48,ON,single,23032,3,no,none,,0,0,no,6913,2,0,0,0,no,0,no,0,resident,,no,no,no,16213,0,none,2,16,no,no,no,0,T1
5407,26,,common_law,0,0,no,none,,0,0,no,2168,0,0,0,0,no,0,no,0,non_resident,,no,yes,no,9380,0,moved_province,1,0,no,yes,no,0,NR4
5408,83,ON,single,7983,0,no,none,,0,0,no,0,0,5195,0,0,no,0,yes,2,resident,,yes,no,yes,17970,0,none,2,58,yes,no,no,0,T4RIF
5409,63,QC,common_law,79629,1,yes,sole_prop,carpentry,162225,1,no,0,0,11451,0,0,no,0,no,0,resident,,no,no,no,21217,0,none,3,25,yes,no,no,10,T2125
5410,31,QC,single,85454,1,no,none,,0,0,no,0,0,0,0,2004,no,0,no,0,resident,,no,no,no,0,0,none,2,51,no,no,no,0,T1
5411,75,ON,married,25300,3,no,none,,0,0,no,0,0,32864,1,0,no,0,no,0,resident,,no,no,no,23680,0,none,2,11,yes,no,no,0,T4RIF
5412,37,ON,single,24344,0,no,none,,0,0,no,0,0,0,0,0,no,0,yes,1,resident,,no,no,no,0,0,none,1,57,yes,no,yes,0,RC66
5413,70,MB,married,128649,1,no,none,,0,0,no,13518,1,5968,1,0,no,0,no,0,resident,,yes,no,no,0,3933,none,3,45,no,no,yes,0,T4RIF
5414,50,SK,single,102423,0,yes,sole_prop,landscaping,115005,3,no,0,0,0,0,0,no,0,yes,2,resident,,yes,no,yes,0,0,job_change,2,21,no,no,no,9,T2125
5415,58,BC,common_law,106208,2,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,15020,0,moved_province,1,48,no,yes,yes,0,T1
5416,23,ON,married,14591,1,no,none,,0,0,no,11419,0,0,0,0,yes,6863,no,0,resident,,no,yes,no,15205,0,none,2,14,yes,no,no,0,T2202
5417,54,MB,married,76838,3,no,none,,0,0,no,0,0,0,0,0,no,0,yes,1,resident,,no,no,no,0,5218,new_child,1,49,yes,no,no,0,RC66
5418,61,QC,single,86996,1,yes,sole_prop,real_estate,222857,6,yes,0,0,32243,0,0,no,0,no,0,resident,,no,no,no,0,0,moved_province,3,45,yes,yes,no,19,T2125
5419,62,ON,married,86000,3,no,none,,0,0,no,0,0,10864,2,0,no,0,no,0,resident,,no,no,no,17083,0,none,2,13,yes,no,no,0,T4RIF
5420,74,MB,married,146352,0,no,none,,0,0,no,0,0,2031,0,18594,no,0,no,0,resident,,no,no,no,12467,0,none,3,19,no,no,no,0,T4RIF
5421,25,SK,common_law,133392,3,no,none,,0,0,no,14709,1,0,0,0,no,0,yes,1,resident,,no,yes,no,0,0,none,2,10,no,no,no,0,RC66
5422,63,NS,married,7929,1,yes,sole_prop,finance,168320,1,no,12763,2,27395,0,0,no,0,no,0,resident,,no,no,no,0,0,married,4,16,yes,no,no,44,T2125
5423,71,ON,married,0,0,no,none,,0,0,no,1676,2,0,0,0,no,0,yes,2,newcomer,2022,no,no,no,0,0,moved_province,1,0,yes,yes,no,0,RC151
5424,53,SK,married,27330,0,no,none,,0,0,no,13125,2,0,0,0,no,0,no,0,resident,,yes,no,no,16480,6953,job_change,2,21,no,no,no,0,T1
5425,48,QC,married,0,0,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,newcomer,2023,no,no,no,0,0,none,0,0,no,no,yes,0,RC151
5426,78,SK,single,141592,2,yes,sole_prop,delivery,48077,4,no,0,0,12816,0,0,no,0,yes,1,resident,,no,no,no,0,0,none,3,21,yes,no,no,13,T2125
5427,62,AB,married,83713,0,no,none,,0,0,no,0,0,19211,0,0,no,0,yes,1,resident,,no,no,no,0,0,none,2,11,no,no,no,0,T4RIF
5428,66,NS,single,0,0,no,none,,0,0,no,0,0,0,0,0,no,0,yes,1,newcomer,2023,no,no,no,0,0,none,0,0,no,no,no,0,RC151
5429,56,MB,single,0,0,no,none,,0,0,no,6428,1,0,0,0,no,0,no,0,newcomer,2023,no,no,no,0,0,none,1,0,yes,no,no,0,RC151
5430,80,NS,common_law,16401,3,no,none,,0,0,no,0,0,23941,0,0,no,0,no,0,resident,,yes,no,no,0,0,moved_province,2,11,no,yes,yes,0,T4RIF
5431,43,ON,married,118480,1,no,none,,0,0,no,7566,2,0,0,0,no,0,yes,1,resident,,no,no,no,0,0,none,2,35,no,no,yes,0,RC66
5432,50,,common_law,0,0,no,none,,0,0,no,6333,1,0,0,0,no,0,yes,1,non_resident,,no,no,no,0,0,moved_province,1,0,no,yes,yes,0,NR4
5433,69,SK,married,119533,3,no,none,,0,0,no,0,0,15816,0,0,no,0,no,0,resident,,no,no,no,0,0,none,2,26,yes,no,yes,0,T4RIF
5434,52,AB,married,20923,3,no,none,,0,0,no,928,0,0,0,0,no,0,no,0,resident,,yes,no,no,15945,0,none,2,36,no,no,no,0,T1
5435,48,,single,0,0,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,non_resident,,yes,no,no,0,0,none,0,0,yes,no,no,0,NR4
5436,25,SK,single,141347,0,no,none,,0,0,no,7780,0,0,0,0,yes,12525,no,0,resident,,no,no,no,0,0,none,2,59,yes,no,no,0,T2202
5437,30,ON,single,135821,0,no,none,,0,0,no,12510,2,0,0,0,no,0,no,0,resident,,no,no,no,0,0,none,2,25,yes,no,no,0,T1
5438,61,QC,single,100046,1,no,none,,0,0,no,0,0,23862,0,0,no,0,no,0,resident,,no,no,no,0,0,none,2,14,no,no,yes,0,T4RIF
5439,75,AB,common_law,59868,1,no,none,,0,0,no,9925,0,28752,1,0,no,0,no,0,resident,,no,no,no,0,0,none,3,38,no,no,no,0,T4RIF
5440,77,SK,single,8170,1,no,none,,0,0,no,0,0,1212,1,0,no,0,no,0,resident,,no,no,no,0,0,none,2,41,no,no,no,0,T4RIF
5441,61,MB,married,101620,0,yes,sole_prop,manufacturing,23461,6,no,4567,0,22709,2,0,no,0,yes,2,resident,,no,no,no,17439,0,none,4,33,no,no,yes,19,T2125
5442,56,BC,married,123233,1,no,none,,0,0,no,0,0,0,0,1932,no,0,no,0,resident,,no,no,no,0,0,none,2,10,no,no,no,0,T1
5443,83,BC,common_law,85369,3,yes,sole_prop,design,82741,8,no,0,0,32609,0,0,no,0,yes,2,resident,,no,no,no,0,2314,job_change,3,41,yes,no,no,43,T2125
5444,76,MB,single,129750,1,no,none,,0,0,no,7278,0,39488,1,0,no,0,no,0,resident,,no,no,no,0,0,job_change,3,10,no,no,no,0,T4RIF
