id,age,province,marital_status,residency_status,arrival_year,employment_income,num_t4_slips,work_from_home,hours_worked_per_week,self_employed,business_structure,industry,business_revenue,years_in_business,gst_registered,num_business_employees,investment_income,num_t5_slips,has_capital_gains,foreign_assets,trust_income,rental_income,pension_income,num_t4a_slips,rrsp_withdrawal,student_status,tuition_paid,has_children,num_dependents,ei_received,social_assistance,disability_benefit,owns_home,rent_paid,property_tax,property_sold,major_life_event,moved_province_this_year,income_type_count,tfsa_excess,recommended_forms,num_forms_required
3807,42,,single,non_resident,,0,0,no,0,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,no,0,no,0,no,no,no,no,0,0,no,new_child,no,0,no,NR4,1
3808,25,ON,common_law,resident,,21693,1,no,45,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,yes,5975,yes,2,no,no,no,no,19874,0,no,married,no,1,no,"RC66,T1,ON479,RC62,T2202,SCH11",6
3809,53,QC,single,resident,,49174,2,yes,50,yes,corporation,delivery,14625,4,no,10,24587,1,no,0,0,0,0,0,0,no,0,no,0,no,no,no,yes,0,11903,no,job_change,no,3,no,"T2,T5,T2125,TP64.3,T2200,T1",6
3810,41,QC,married,newcomer,2022,0,0,no,0,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,no,0,no,0,no,no,no,no,12802,0,no,none,no,0,no,"T1,RC151",2
3811,38,NS,single,resident,,0,0,no,0,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,no,0,no,0,no,no,no,yes,0,2090,no,none,no,0,no,T1,1
3812,20,ON,married,resident,,70223,2,no,35,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,no,0,no,0,no,no,no,no,24510,0,no,retired,no,1,no,"T1,ON479",2
3813,43,BC,single,resident,,0,0,no,0,no,none,,0,0,no,0,0,0,no,0,0,36711,0,0,0,no,0,no,0,no,no,no,yes,0,11754,no,none,no,1,no,"T776,T1",2
3814,71,PE,married,resident,,0,0,no,0,no,none,,0,0,no,0,15008,3,no,0,0,0,0,0,0,no,0,no,0,no,no,no,no,10274,0,no,none,no,1,no,"T1,T5",2
3815,67,PE,single,resident,,0,0,no,0,no,none,,0,0,no,0,11505,3,yes,0,0,0,40172,2,27199,no,0,no,0,no,no,no,no,10719,0,no,none,no,2,no,"T4RSP,T5,T4RIF,T1,SCH3",5
3816,78,NL,married,newcomer,2023,0,0,no,0,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,no,0,yes,1,no,no,no,no,19001,0,no,none,no,0,no,"RC66,T1,RC151,T1135",4
3817,28,NS,married,resident,,0,0,no,0,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,no,0,no,0,no,no,no,no,6734,0,no,moved_province,yes,0,no,T1,1
3818,76,ON,married,resident,,0,0,no,0,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,47798,no,0,yes,2,yes,no,no,yes,0,11606,no,moved_province,yes,0,no,"T4RSP,RC66,ON479,RC62,T1",5
3819,26,PE,common_law,resident,,62776,1,yes,35,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,no,0,yes,3,no,no,no,no,16248,0,no,moved_province,yes,1,no,"RC66,T2200,T1,RC62",4
3820,64,BC,divorced,resident,,0,0,no,0,yes,corporation,construction,94300,4,yes,5,22118,1,no,0,0,0,0,0,40235,no,0,yes,1,no,no,no,no,16442,0,no,married,no,2,no,"T4RSP,RC66,T2,GST34,T5,T2125,T1213,T2200,T1",9
3821,43,SK,single,resident,,0,0,no,0,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,no,0,no,0,no,no,no,no,26038,0,no,none,no,0,no,T1,1
3822,72,MB,married,newcomer,2023,0,0,no,0,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,no,0,yes,2,no,no,no,no,14198,0,no,none,no,0,no,"RC66,T1135,RC62,RC151,T1",5
3823,60,SK,common_law,resident,,0,0,no,0,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,no,0,no,0,no,no,no,no,6994,0,no,job_change,no,0,no,T1,1
3824,23,NB,single,resident,,55472,1,yes,40,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,yes,10134,no,0,no,no,no,no,26018,0,no,job_change,no,1,no,"T2202,T2200,T1,SCH11",4
3825,84,AB,married,resident,,0,0,no,0,no,none,,0,0,no,0,22245,2,no,0,0,0,0,0,0,no,0,yes,2,no,no,no,yes,0,9518,no,job_change,no,1,yes,"RC66,T5,RC62,T1,RC383",5
3826,63,QC,common_law,resident,,0,0,no,0,yes,corporation,carpentry,81679,8,yes,2,0,0,no,0,0,0,0,0,0,no,0,no,0,no,no,no,no,20838,0,no,none,no,1,no,"T2,GST34,T2125,T1213,T1",5
3827,71,MB,common_law,resident,,0,0,no,0,yes,sole_prop,construction,16077,12,no,0,558,2,no,0,0,0,40544,1,38968,no,0,yes,2,no,no,no,no,9816,0,no,none,no,3,no,"T4RSP,RC66,T5,T2125,RC62,T4RIF,T1032,T1",8
3828,59,QC,common_law,resident,,57722,1,no,40,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,no,0,yes,2,no,yes,no,yes,0,7499,no,job_change,no,1,no,"RC66,T1,RC62",3
3829,38,,common_law,non_resident,,0,0,no,0,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,no,0,no,0,no,no,no,no,0,0,no,none,no,0,no,NR4,1
3830,43,MB,married,resident,,0,0,no,0,no,none,,0,0,no,0,9447,1,no,0,0,0,0,0,0,no,0,no,0,no,no,no,yes,0,9849,no,none,no,1,no,"T1,T5",2
3831,59,AB,single,resident,,35352,1,no,20,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,no,0,no,0,no,no,no,yes,0,7149,no,retired,no,1,no,T1,1
3832,84,BC,single,resident,,0,0,no,0,no,none,,0,0,no,0,1053,1,no,0,11808,9782,0,0,11109,no,0,yes,2,no,no,no,no,24373,0,no,none,no,3,no,"T4RSP,RC66,T776,T5,RC62,T3,T3-SCH9,T1",8
3833,42,MB,single,resident,,44804,2,no,45,no,none,,0,0,no,0,672,1,no,397245,0,30016,0,0,0,no,0,no,0,no,no,no,no,15553,0,no,none,no,3,no,"T776,T1,T5,T1135",4
3834,59,NS,single,newcomer,2024,0,0,no,0,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,no,0,no,0,no,no,no,no,17240,0,no,none,no,0,no,"T1,RC151,T1135",3
3835,76,QC,single,resident,,0,0,no,0,no,none,,0,0,no,0,24816,1,no,1787,0,0,38860,1,0,no,0,no,0,no,no,no,yes,0,2135,no,none,no,2,no,"T4RIF,T1,T5",3
3836,50,AB,married,resident,,172040,1,no,40,no,none,,0,0,no,0,0,0,no,0,0,30677,0,0,0,no,0,yes,1,no,no,no,yes,0,7448,no,none,no,2,no,"RC66,T776,T1",3
3837,27,NS,single,resident,,29865,1,no,40,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,no,0,no,0,no,no,no,no,26178,0,no,none,no,1,no,T1,1
3838,54,NB,single,resident,,87327,1,no,45,no,none,,0,0,no,0,10041,2,yes,0,36681,29127,0,0,26659,no,0,yes,1,no,no,no,no,27439,0,no,none,no,4,no,"T4RSP,RC66,T776,T5,T3,T3-SCH9,T1,SCH3",8
3839,38,NB,single,resident,,68806,2,yes,40,no,none,,0,0,no,0,0,0,no,489162,0,0,0,0,0,no,0,no,0,yes,no,yes,yes,0,5480,no,none,no,1,no,"T2200,T1,T1135",3
3840,24,AB,single,resident,,170133,1,no,20,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,no,0,no,0,no,no,no,no,15731,0,no,none,no,1,no,T1,1
3841,69,QC,single,newcomer,2024,0,0,no,0,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,no,0,no,0,no,no,no,no,21264,0,no,none,no,0,no,"T1,RC151,T1135",3
3842,53,,single,non_resident,,0,0,no,0,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,no,0,no,0,no,no,no,no,0,0,no,none,no,0,no,NR4,1
3843,33,PE,married,newcomer,2024,0,0,no,0,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,no,0,yes,1,no,no,no,no,12064,0,no,none,no,0,no,"RC66,T1,RC151,T1135",4
3844,59,NL,married,resident,,92581,1,yes,40,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,no,0,yes,3,no,yes,no,no,10160,0,no,none,no,1,no,"RC66,T2200,T1,RC62",4
3845,36,NB,married,resident,,174165,1,no,35,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,no,0,no,0,no,no,no,yes,0,5571,no,none,no,1,no,T1,1
3846,44,QC,single,resident,,177398,1,no,40,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,no,0,no,0,no,no,no,no,23132,0,no,new_child,no,1,no,T1,1
3847,79,NS,common_law,newcomer,2023,0,0,no,0,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,no,0,no,0,no,no,no,no,26698,0,no,none,no,0,no,"T1,RC151,T1135",3
3848,29,NS,married,resident,,0,0,no,0,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,yes,4684,no,0,no,no,no,no,6595,0,no,none,no,0,no,"SCH11,T2202,T1",3
3849,74,PE,single,newcomer,2024,0,0,no,0,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,no,0,yes,2,no,no,no,no,9081,0,no,none,no,0,no,"RC66,T1135,RC62,RC151,T1",5
3850,35,NL,married,newcomer,2023,0,0,no,0,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,no,0,no,0,no,no,no,no,16858,0,no,new_child,no,0,no,"T1,RC151,T1135",3
3851,48,AB,single,resident,,176662,3,no,60,no,none,,0,0,no,0,15717,1,yes,0,0,0,0,0,0,no,0,no,0,no,no,no,no,18994,0,no,none,no,2,no,"SCH3,T1,T5",3
3852,23,,single,non_resident,,0,0,no,0,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,no,0,no,0,no,no,no,no,0,0,no,none,no,0,no,NR4,1
3853,71,QC,single,resident,,0,0,no,0,no,none,,0,0,no,0,19743,1,no,0,0,0,15578,1,0,no,0,no,0,no,no,no,yes,0,4105,no,none,no,2,no,"T4RIF,T1,T5",3
3854,18,NB,common_law,resident,,161506,2,no,35,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,yes,14652,no,0,no,no,no,no,8412,0,no,married,no,1,no,"SCH11,T2202,T1",3
3855,43,NL,common_law,resident,,21,1,yes,45,no,none,,0,0,no,0,21470,3,yes,0,0,0,0,0,0,no,0,yes,2,no,no,no,yes,0,6701,no,married,no,2,no,"RC66,T5,RC62,T2200,T1,SCH3",6
3856,27,NS,common_law,resident,,30656,1,no,40,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,no,0,no,0,no,no,no,no,17053,0,no,none,no,1,no,T1,1
3857,71,NS,common_law,resident,,0,0,no,0,no,none,,0,0,no,0,6767,1,yes,0,0,0,52973,1,0,no,0,no,0,no,no,no,yes,0,11927,no,moved_province,yes,2,no,"T5,T4RIF,T1032,T1,SCH3",5
3858,60,AB,single,resident,,137948,3,no,40,no,none,,0,0,no,0,4091,1,no,0,0,0,65458,2,17669,no,0,no,0,no,no,no,no,12449,0,no,none,no,3,no,"T4RIF,T1,T5,T4RSP",4
3859,83,MB,married,resident,,0,0,no,0,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,no,0,no,0,no,no,no,no,20107,0,no,retired,no,0,no,T1,1
3860,26,BC,common_law,resident,,42262,1,no,40,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,34776,no,0,no,0,no,no,no,no,7080,0,no,none,no,1,no,"T4RSP,T1",2
3861,84,QC,common_law,resident,,46180,1,no,35,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,no,0,yes,1,no,no,no,yes,0,10625,no,job_change,no,1,no,"RC66,T1",2
3862,72,ON,single,resident,,0,0,no,0,no,none,,0,0,no,0,12751,3,no,0,0,0,61919,1,0,no,0,no,0,no,no,no,no,21264,0,no,none,no,2,no,"T4RIF,T1,T5,ON479",4
3863,35,NB,married,resident,,176404,2,no,50,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,no,0,yes,2,no,no,no,yes,0,11091,no,moved_province,yes,1,no,"RC66,T1,RC62",3
3864,78,NB,common_law,resident,,0,0,no,0,no,none,,0,0,no,0,0,0,no,0,0,0,21899,1,0,no,0,no,0,no,no,no,no,26437,0,no,retired,no,1,no,"T1032,T1,T4RIF",3
3865,44,NS,single,resident,,0,0,no,0,no,none,,0,0,no,0,19501,2,no,447691,0,0,0,0,0,no,0,no,0,no,no,no,no,8785,0,no,job_change,no,1,no,"T1,T5,T1135",3
3866,62,BC,divorced,resident,,73809,1,no,45,yes,sole_prop,landscaping,40676,8,yes,0,0,0,no,0,37250,0,0,0,0,no,0,no,0,no,no,no,yes,0,2664,no,none,no,3,no,"GST34,T2125,T3,T3-SCH9,T2200,T1",6
3867,54,ON,married,resident,,130993,1,no,50,yes,sole_prop,manufacturing,56714,2,yes,0,8144,1,no,0,25340,0,0,0,0,no,0,no,0,no,no,no,yes,0,4310,no,job_change,no,4,no,"ON479,GST34,T5,T2125,T3,T3-SCH9,T1",7
3868,54,PE,married,resident,,110974,2,no,40,no,none,,0,0,no,0,4864,1,no,0,0,0,0,0,0,no,0,no,0,no,no,no,no,26720,0,no,none,no,2,no,"T1,T5",2
3869,46,MB,single,resident,,104811,2,no,50,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,no,0,no,0,no,no,no,yes,0,6259,no,none,no,1,no,T1,1
3870,65,NS,single,resident,,54090,1,no,40,no,none,,0,0,no,0,0,0,no,0,0,0,50423,2,0,no,0,no,0,no,no,no,yes,0,3296,no,none,no,2,no,"T1,T4RIF",2
3871,65,ON,common_law,resident,,0,0,no,0,no,none,,0,0,no,0,15251,3,no,0,0,0,0,0,0,no,0,yes,2,no,no,no,yes,0,6378,no,none,no,1,no,"RC66,ON479,T5,RC62,T1",5
3872,80,SK,common_law,resident,,79,1,yes,40,no,none,,0,0,no,0,19740,1,no,0,0,0,0,0,28531,no,0,no,0,no,no,no,no,27737,0,no,job_change,no,2,no,"T4RSP,T2200,T1,T5",4
3873,75,NL,married,resident,,0,0,no,0,no,none,,0,0,no,0,4660,1,no,0,0,0,65597,1,0,no,0,no,0,no,no,no,yes,0,5631,no,none,no,2,no,"T4RIF,T1,T5,T1032",4
3874,20,NL,married,resident,,8788,1,no,40,no,none,,0,0,no,0,3003,2,no,0,0,0,0,0,0,no,0,no,0,no,no,no,no,28970,0,no,job_change,no,2,no,"T1,T5",2
3875,31,QC,single,resident,,49941,1,no,40,no,none,,0,0,no,0,7829,2,no,0,0,0,0,0,0,no,0,no,0,yes,no,no,no,6120,0,no,moved_province,yes,2,no,"T1,T5",2
3876,74,MB,married,newcomer,2022,0,0,no,0,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,no,0,no,0,no,no,no,no,26352,0,no,moved_province,yes,0,no,"T1,RC151",2
3877,78,ON,single,newcomer,2023,0,0,no,0,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,no,0,no,0,no,no,no,no,21523,0,no,none,no,0,no,"T1,ON479,RC151,T1135",4
3878,46,BC,common_law,resident,,32077,2,no,20,yes,sole_prop,delivery,93041,20,yes,0,21498,1,no,0,0,19146,0,0,25723,no,0,no,0,no,no,no,yes,0,10485,no,none,no,4,no,"T4RSP,T776,GST34,T5,T2125,T1213,T1",7
3879,29,ON,married,resident,,0,0,no,0,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,no,0,yes,2,no,yes,no,no,15220,0,no,married,no,0,no,"RC66,T1,ON479,RC62",4
3880,51,MB,single,resident,,0,0,no,0,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,19513,no,0,no,0,no,yes,no,no,17591,0,no,none,no,0,no,"T4RSP,T1",2
3881,55,SK,single,resident,,166248,2,no,35,no,none,,0,0,no,0,8156,1,yes,0,0,0,0,0,0,no,0,no,0,no,no,no,yes,0,9705,no,none,no,2,no,"SCH3,T1,T5",3
3882,83,ON,married,resident,,34453,1,yes,45,no,none,,0,0,no,0,8028,1,no,0,0,0,0,0,0,no,0,no,0,no,no,no,no,7371,0,no,none,no,2,no,"ON479,T2200,T1,T5",4
3883,35,MB,single,resident,,1251,1,no,40,no,none,,0,0,no,0,2662,2,no,448210,0,0,0,0,0,no,0,yes,2,no,no,no,no,9109,0,no,new_child,no,2,no,"RC66,T1135,T5,RC62,T1",5
3884,40,MB,single,resident,,115567,1,no,40,yes,sole_prop,design,36350,8,no,0,0,0,no,0,0,0,0,0,0,no,0,no,0,no,no,no,no,13228,0,no,none,no,2,no,"T2200,T1,T2125",3
3885,69,QC,single,newcomer,2024,0,0,no,0,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,no,0,no,0,no,no,no,no,13556,0,no,none,no,0,no,"T1,RC151,T1135",3
3886,29,NS,divorced,resident,,151361,1,no,40,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,yes,17748,no,0,no,no,no,no,19846,0,no,moved_province,yes,1,no,"SCH11,T2202,T1",3
3887,55,QC,married,resident,,150367,1,yes,35,no,none,,0,0,no,0,23221,1,yes,0,0,0,0,0,0,no,0,yes,1,no,no,no,no,20172,0,no,retired,no,2,no,"RC66,T5,TP64.3,T2200,T1,SCH3",6
3888,64,NL,married,resident,,112990,1,no,50,yes,sole_prop,landscaping,22754,12,no,0,4129,2,no,0,0,0,0,0,28937,no,0,yes,2,no,no,no,yes,0,11389,no,none,no,3,no,"T4RSP,RC66,T5,T2125,RC62,T1",6
3889,31,SK,single,resident,,0,0,no,0,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,no,0,no,0,no,no,no,yes,0,7872,no,none,no,0,no,T1,1
3890,50,NS,single,resident,,0,0,no,0,no,none,,0,0,no,0,0,0,no,385415,0,0,0,0,0,no,0,no,0,no,no,no,no,9107,0,no,none,no,0,no,"T1,T1135",2
3891,72,QC,single,resident,,0,0,no,0,no,none,,0,0,no,0,2718,2,no,0,0,57787,32646,2,0,no,0,no,0,no,no,no,no,6214,0,no,none,no,3,no,"T4RIF,T776,T1,T5",4
3892,80,AB,common_law,newcomer,2023,0,0,no,0,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,no,0,yes,1,no,no,no,no,6905,0,no,none,no,0,no,"RC66,T1,RC151,T1135",4
3893,79,NS,single,resident,,0,0,no,0,no,none,,0,0,no,0,17779,1,yes,0,18866,0,56496,2,43021,no,0,no,0,no,no,no,no,24721,0,no,married,no,3,no,"T4RSP,T5,T3,T3-SCH9,T4RIF,T1,SCH3",7
3894,37,ON,single,resident,,0,0,no,0,no,none,,0,0,no,0,0,0,no,315792,0,0,0,0,0,no,0,no,0,no,no,no,yes,0,11108,no,none,no,0,no,"T1,ON479,T1135",3
3895,25,MB,married,newcomer,2022,0,0,no,0,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,no,0,yes,1,no,no,no,no,12311,0,no,none,no,0,no,"RC66,T1,RC151",3
3896,24,,married,non_resident,,0,0,no,0,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,yes,4351,no,0,no,no,no,no,0,0,no,none,no,0,no,NR4,1
3897,23,SK,single,resident,,0,0,no,0,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,no,0,no,0,yes,no,no,no,17184,0,no,none,no,0,no,T1,1
3898,20,,single,non_resident,,0,0,no,0,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,no,0,no,0,no,no,no,no,0,0,no,none,no,0,no,NR4,1
3899,20,BC,married,resident,,109550,1,no,40,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,no,0,no,0,no,no,no,no,16540,0,no,retired,no,1,no,T1,1
3900,63,SK,married,resident,,21523,1,yes,40,no,none,,0,0,no,0,0,0,no,0,0,0,26817,1,0,no,0,no,0,no,no,no,yes,0,9484,no,moved_province,yes,2,no,"T2200,T1,T4RIF",3
3901,27,MB,single,resident,,113100,3,no,45,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,no,0,no,0,no,no,no,no,9201,0,no,retired,no,1,no,T1,1
3902,52,NB,single,newcomer,2024,0,0,no,0,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,no,0,no,0,no,no,no,no,15302,0,no,none,no,0,no,"T1,RC151,T1135",3
3903,49,BC,married,resident,,0,0,no,0,yes,corporation,carpentry,3658,8,no,5,18419,1,yes,0,0,0,0,0,0,no,0,yes,3,no,no,no,yes,0,7617,no,none,no,2,no,"RC66,T2,T5,T2125,RC62,T1,SCH3",7
3904,83,NB,single,resident,,0,0,no,0,no,none,,0,0,no,0,0,0,no,0,0,0,55894,1,6019,no,0,no,0,no,no,no,no,28725,0,no,none,no,1,no,"T4RSP,T1,T4RIF",3
3905,21,NS,divorced,newcomer,2023,0,0,no,0,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,no,0,no,0,no,no,no,no,13589,0,no,none,no,0,no,"T1,RC151,T1135",3
3906,81,SK,married,resident,,6122,1,no,60,no,none,,0,0,no,0,0,0,no,0,0,0,68000,1,31302,no,0,no,0,no,no,no,yes,0,11965,no,none,no,2,no,"T1032,T1,T4RIF,T4RSP",4
3907,44,NL,single,newcomer,2022,0,0,no,0,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,no,0,yes,1,no,no,no,no,25761,0,no,new_child,no,0,no,"RC66,T1,RC151",3
3908,61,NS,married,resident,,156413,2,no,45,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,no,0,no,0,no,no,no,yes,0,5790,no,none,no,1,no,T1,1
3909,26,MB,common_law,newcomer,2024,0,0,no,0,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,no,0,no,0,no,no,no,no,8859,0,no,none,no,0,no,"T1,RC151,T1135",3
3910,56,NL,married,resident,,169772,1,no,50,yes,sole_prop,carpentry,87596,2,yes,0,0,0,no,0,0,0,0,0,32229,no,0,no,0,no,no,no,yes,0,4154,no,new_child,no,2,no,"T4RSP,GST34,T2125,T1213,T1",5
3911,28,MB,single,resident,,0,0,no,0,yes,corporation,marketing,30967,12,yes,0,5941,4,no,0,0,0,0,0,23176,yes,6330,no,0,no,no,no,no,21831,0,no,retired,no,2,no,"T4RSP,T2,GST34,T5,T2125,SCH11,T2202,T1",8
3912,80,MB,single,resident,,2017,1,no,45,yes,corporation,construction,1002368,2,no,2,2926,1,no,36812,0,0,19453,1,0,no,0,no,0,no,no,no,yes,0,5359,yes,moved_province,yes,4,no,"T2,GST34,T5,T2125,T2091,T4RIF,T1213,T1",8
3913,69,AB,single,resident,,0,0,no,0,no,none,,0,0,no,0,4868,1,no,0,0,40464,0,0,0,no,0,no,0,no,no,no,yes,0,10262,no,none,no,2,no,"T776,T1,T5",3
3914,25,,married,non_resident,,0,0,no,0,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,yes,14180,yes,2,no,no,no,no,0,0,no,none,no,0,no,NR4,1
3915,64,NB,single,resident,,47208,2,no,35,no,none,,0,0,no,0,8549,1,no,0,13267,0,12026,1,0,no,0,yes,1,no,no,no,yes,0,9773,no,moved_province,yes,4,no,"RC66,T5,T3,T3-SCH9,T4RIF,T1",6
3916,41,AB,married,resident,,113190,1,yes,50,no,none,,0,0,no,0,14761,1,no,0,0,0,0,0,0,no,0,no,0,no,no,no,no,9894,0,no,none,no,2,no,"T2200,T1,T5",3
3917,34,QC,single,newcomer,2024,0,0,no,0,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,no,0,no,0,no,no,no,no,18655,0,no,retired,no,0,no,"T1,RC151,T1135",3
3918,83,BC,divorced,resident,,9323,1,yes,60,no,none,,0,0,no,0,16881,1,no,0,0,0,22584,1,0,no,0,yes,1,yes,no,no,no,9633,0,no,job_change,no,3,no,"RC66,T5,T4RIF,T2200,T1",5
3919,62,NB,single,resident,,2228,1,no,40,yes,corporation,healthcare,137979,1,yes,2,0,0,no,0,0,0,0,0,45268,no,0,no,0,yes,no,no,yes,0,3031,no,moved_province,yes,2,no,"T4RSP,T2,GST34,T2125,T1213,T1",6
3920,61,AB,single,resident,,47575,1,no,40,no,none,,0,0,no,0,10548,2,no,0,0,0,21447,1,0,no,0,no,0,no,no,no,no,14344,0,no,none,no,3,no,"T4RIF,T1,T5",3
3921,31,AB,married,resident,,109379,1,no,45,yes,corporation,retail,462438,4,yes,0,0,0,no,0,0,0,0,0,0,no,0,yes,2,no,no,yes,no,20001,0,no,none,no,2,no,"RC66,T2,GST34,T2125,RC62,T1213,T2200,T1",8
3922,29,NL,married,resident,,96016,1,yes,40,yes,sole_prop,carpentry,99217,3,yes,0,6895,1,no,0,0,0,0,0,0,yes,6336,no,0,no,no,no,no,22444,0,no,none,no,3,no,"GST34,T5,T2125,SCH11,T2202,T1213,T2200,T1",8
3923,83,ON,single,newcomer,2024,0,0,no,0,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,no,0,no,0,no,no,no,no,13870,0,no,retired,no,0,no,"T1,ON479,RC151,T1135",4
3924,33,NS,single,resident,,74448,1,yes,20,yes,sole_prop,marketing,18037,2,no,0,3286,3,no,0,0,23536,0,0,0,no,0,no,0,no,no,no,no,28594,0,no,none,no,4,no,"T776,T5,T2125,T2200,T1",5
3925,66,MB,common_law,resident,,0,0,no,0,no,none,,0,0,no,0,7913,1,no,0,0,0,67113,1,0,no,0,yes,2,no,no,no,no,26643,0,no,none,no,2,no,"RC66,T5,RC62,T4RIF,T1032,T1",6
3926,76,QC,single,resident,,0,0,no,0,yes,corporation,carpentry,121414,8,no,5,18715,1,no,0,0,0,0,0,0,no,0,no,0,no,no,no,no,28840,0,no,job_change,no,2,no,"T2,GST34,T5,T2125,T1213,T1",6
3927,32,SK,married,resident,,0,0,no,0,no,none,,0,0,no,0,779,3,no,0,0,0,0,0,0,no,0,no,0,no,no,no,no,20030,0,no,none,no,1,no,"T1,T5",2
3928,39,,married,non_resident,,0,0,no,0,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,no,0,yes,2,no,no,no,no,0,0,no,none,no,0,no,NR4,1
3929,67,AB,married,resident,,18878,1,yes,60,no,none,,0,0,no,0,11120,4,yes,0,0,0,0,0,0,no,0,no,0,no,no,no,no,20670,0,no,none,no,2,no,"SCH3,T2200,T1,T5",4
3930,74,NL,single,resident,,0,0,no,0,no,none,,0,0,no,0,17715,1,yes,0,0,0,50341,1,44118,no,0,no,0,yes,no,no,yes,0,2857,no,married,no,2,no,"T4RSP,T5,T4RIF,T1,SCH3",5
3931,64,NS,single,resident,,55693,1,no,40,no,none,,0,0,no,0,22089,2,no,243028,8213,0,0,0,0,no,0,no,0,no,no,no,no,20063,0,no,none,no,3,no,"T1135,T5,T3,T3-SCH9,T1",5
3932,32,NL,single,resident,,145675,1,no,35,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,no,0,yes,1,no,no,yes,yes,0,8645,no,none,no,1,no,"RC66,T1",2
3933,58,NB,single,resident,,0,0,no,0,no,none,,0,0,no,0,19991,3,no,0,0,0,0,0,44500,no,0,yes,1,no,no,no,no,22397,0,no,none,no,1,no,"T4RSP,RC66,T1,T5",4
3934,39,NB,common_law,resident,,41434,1,yes,60,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,no,0,yes,1,no,no,no,yes,0,5798,no,none,no,1,no,"RC66,T2200,T1",3
3935,75,BC,single,resident,,0,0,no,0,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,no,0,yes,1,no,no,no,yes,0,9890,no,married,no,0,no,"RC66,T1",2
